,This is public NIH award data requested using the NIH RePORTER API on 3/13/25. ,,
,appl_id,project_serial_num,fiscal_year
11416,10541182,CA166440,2023
11417,10322421,CA166440,2022
11418,10754236,CA166440,2024
11419,10411997,CA182311,2022
11420,10676741,CA182311,2023
11421,10738316,CA172742,2023
11422,10621768,CA172742,2023
11423,10832498,CA172742,2024
11424,10977290,CA172742,2024
11425,10599463,CA172742,2022
11426,10407549,CA172742,2022
11427,10335800,CA177585,2022
11428,10627757,CA177585,2023
11429,10865082,CA181196,2024
11430,10408686,CA181196,2022
11431,10845703,CA177585,2024
11432,10624290,CA181196,2023
11433,10376286,CA225177,2022
11434,10590617,CA225177,2023
11435,10379372,CA177684,2022
11436,10411890,CA184228,2022
11437,10430039,CA174737,2022
11438,10594010,CA184228,2023
11439,10828794,CA177684,2024
11440,10893344,CA173852,2024
11441,10455603,CA173852,2022
11442,10679023,CA174737,2023
11443,10622455,CA177684,2023
11444,10672442,CA173852,2023
11445,10896472,CA174737,2024
11446,10386817,CA181047,2022
11447,10738321,CA181047,2023
11448,10617712,CA181047,2023
11449,10524082,CA181047,2022
11450,10738318,CA174786,2023
11451,10524081,CA174786,2022
11452,10140303,CA174786,2022
11453,10580662,CA174786,2023
11454,10794411,CA174786,2024
11455,10467371,CA167065,2022
11456,10808071,CA167065,2024
11457,10590669,CA167065,2023
11458,10747707,CA167065,2023
11459,10977288,CA167065,2024
11460,10377406,CA174761,2022
11461,10314068,CA178441,2022
11462,10437643,CA179556,2022
11463,10609820,CA174761,2023
11464,10616505,CA177670,2023
11465,10659147,CA179556,2023
11466,10814967,CA174761,2024
11467,10586091,CA175316,2023
11468,10757342,CA178441,2024
11469,10429780,CA175495,2022
11470,10388292,CA177670,2022
11471,10379092,CA175316,2022
11472,10542804,CA178441,2023
11473,10868763,CA179556,2024
11474,10543761,CA172408,2023
11475,10321955,CA172408,2022
11476,10760220,CA172408,2024
11477,10847208,CA175397,2023
11478,11010059,CA175397,2024
11479,10598801,CA173453,2022
11480,10386870,CA175397,2022
11481,10925380,CA175397,2024
11482,10619630,CA173453,2023
11483,10452763,CA173453,2022
11484,10678008,CA175397,2022
11485,10778669,CA175397,2023
11486,10738317,CA173453,2023
11487,10599834,CA163910,2023
11488,10131138,CA163910,2022
11489,10979966,CA176111,2024
11490,10621193,CA172764,2023
11491,10407062,CA172764,2022
11492,10840292,CA172764,2024
11493,10672891,CA176111,2023
11494,10439777,CA176111,2022
11495,10337025,CA173481,2022
11496,10587422,CA173481,2023
11497,10792933,CA173481,2024
11498,10358637,CA169702,2022
11499,10578764,CA169702,2023
11500,10433994,CA178999,2022
11501,10533333,CA177909,2023
11502,10296684,CA177909,2022
11503,10475047,CA172896,2022
11504,10653826,CA178999,2023
11505,10577734,CA177910,2023
11506,10390306,CA177910,2022
11507,10670950,CA178162,2023
11508,10414885,CA178162,2022
11509,10623349,CA172447,2023
11510,10658836,CA175008,2023
11511,10592242,CA168863,2023
11512,10868589,CA176828,2024
11513,10640112,CA176828,2023
11514,10321912,CA168863,2022
11515,10153700,CA175008,2022
11516,10404607,CA172447,2022
11517,10456250,CA176828,2022
11518,10463748,CA172152,2022
11519,10801877,CA172152,2024
11520,10377398,CA174844,2022
11521,10460989,CA166379,2022
11522,10618840,CA168814,2023
11523,10399575,CA168814,2022
11524,10831986,CA168814,2024
11525,10448281,CA168658,2022
11526,10663241,CA168658,2023
11527,10544521,CA166974,2023
11528,10791756,CA166974,2024
11529,10365193,CA166974,2022
11530,10380691,CA167413,2022
11531,10598545,CA167413,2023
11532,10873015,CA167413,2024
11533,10331083,CA177292,2022
11534,10363701,CA174777,2022
11535,10306382,CA174793,2022
11536,10880198,CA174904,2024
11537,10533295,CA174798,2023
11538,10656833,CA174777,2023
11539,10819212,CA177292,2024
11540,10353369,CA173465,2022
11541,10372923,CA169175,2022
11542,10824212,CA173465,2024
11543,10749897,CA175105,2024
11544,10791865,CA174777,2024
11545,10641022,CA168635,2023
11546,10539250,CA174904,2023
11547,10588231,CA169175,2023
11548,10316996,CA174904,2022
11549,10303067,CA174798,2022
11550,10456918,CA172253,2022
11551,10831031,CA169175,2024
11552,10882904,CA176839,2024
11553,10310471,CA175105,2022
11554,10532683,CA174793,2023
11555,10533745,CA175105,2023
11556,10414801,CA176647,2022
11557,10537108,CA168635,2022
11558,10558738,CA173465,2023
11559,10574626,CA177292,2023
11560,10876352,CA168635,2024
11561,10693140,CA172310,2023
11562,10477035,CA172310,2022
11563,10524080,CA172310,2022
11564,10738315,CA172310,2023
11565,10360673,CA177305,2022
11566,10590733,CA177305,2023
11567,10406918,CA173636,2022
11568,10348208,CA172845,2022
11569,10549352,CA169338,2023
11570,10328872,CA169338,2022
11571,10371982,CA166413,2022
11572,10432012,CA172492,2022
11573,10544509,CA166413,2023
11574,10356147,CA167291,2022
11575,10317047,CA166590,2022
11576,10532154,CA166376,2023
11577,10321571,CA166376,2022
11578,10749880,CA166376,2024
11579,10067513,CA172145,2022
11580,10640684,CA172382,2023
11581,10911921,CA172382,2024
11582,10738314,CA163649,2023
11583,10684833,CA163649,2023
11584,10679793,CA163649,2022
11585,10411945,CA176745,2022
11586,10466861,CA157823,2022
11587,10630607,CA163649,2022
11588,10653162,CA157823,2023
11589,10873758,CA157823,2024
11590,10453668,CA164719,2022
11591,10981302,CA164719,2024
11592,10803362,CA166835,2024
11593,10675423,CA160417,2023
11594,10018809,CA160417,2022
11595,10660995,CA154624,2023
11596,10437846,CA154624,2022
11597,10435498,CA165065,2022
11598,10634641,CA164225,2023
11599,10424513,CA164225,2022
11600,10410489,CA158439,2022
11601,10882517,CA163591,2024
11602,10469978,CA166593,2022
11603,11055773,CA166593,2022
11604,10311482,CA166051,2022
11605,10531262,CA166051,2023
11606,10689300,CA163890,2023
11607,10472699,CA163890,2022
11608,10656463,CA168762,2023
11609,10896953,CA168762,2024
11610,10471179,CA168762,2022
11611,10804621,CA163915,2024
11612,10586587,CA163915,2023
11613,10738764,CA168517,2024
11614,10520035,CA168517,2023
11615,10303068,CA168517,2022
11616,10524231,CA160217,2022
11617,10395993,CA160217,2022
11618,10451609,CA160495,2022
11619,10332759,CA160762,2022
11620,10559590,CA160762,2023
11621,10492874,CA160254,2022
11622,10316208,CA155169,2022
11623,10897211,CA160254,2024
11624,10447725,CA160254,2022
11625,10605305,CA165221,2023
11626,10657544,CA160254,2023
11627,10392919,CA165221,2022
11628,10333309,CA160356,2022
11629,10395561,CA154843,2022
11630,10801992,CA167426,2023
11631,10375512,CA167426,2022
11632,10328894,CA161976,2022
11633,10541884,CA160356,2023
11634,10932343,CA167426,2024
11635,10369668,CA163830,2022
11636,10680367,CA163830,2023
11637,10885116,CA163830,2024
11638,10689090,CA163834,2023
11639,10334563,CA160620,2022
11640,10476310,CA163834,2022
11641,10585912,CA160620,2023
11642,10406170,CA164605,2022
11643,10868541,CA164273,2024
11644,10734260,CA164273,2023
11645,10800321,CA163336,2024
11646,10310467,CA163336,2022
11647,10467650,CA161112,2022
11648,10578676,CA154475,2023
11649,10774263,CA154475,2024
11650,10357929,CA154475,2022
11651,10322366,CA163086,2022
11652,10322362,CA154491,2022
11653,10783685,CA154491,2024
11654,10543853,CA154491,2023
11655,10828857,CA152108,2024
11656,10657244,CA152108,2023
11657,10497938,CA157429,2022
11658,10548401,CA163217,2022
11659,10292788,CA160069,2022
11660,10647784,CA163217,2023
11661,10450713,CA140337,2022
11662,10683707,CA160069,2023
11663,10689102,CA157429,2023
11664,10868764,CA163217,2024
11665,10880350,CA140337,2024
11666,10663313,CA140337,2023
11667,10886022,CA160069,2024
11668,10867467,CA157429,2024
11669,10548115,CA154663,2023
11670,10756125,CA154663,2024
11671,10292840,CA154663,2022
11672,10304911,CA246716,2022
11673,10343767,CA161870,2022
11674,10596996,CA161870,2023
11675,10807007,CA161870,2024
11676,10529277,CA246716,2023
11677,10778533,CA246716,2024
11678,10893639,CA157644,2024
11679,10540045,CA157644,2022
11680,10827853,CA155010,2024
11681,10552626,CA155010,2023
11682,10365041,CA155010,2022
11683,10694016,CA157644,2023
11684,10348113,CA159324,2022
11685,10739555,CA159859,2022
11686,10695044,CA159859,2023
11687,10565871,CA159324,2023
11688,10919165,CA159859,2024
11689,10530990,CA159859,2022
11690,10551913,CA134777,2023
11691,10356021,CA134777,2022
11692,10897834,CA154426,2024
11693,10520591,CA154426,2022
11694,10665786,CA154426,2023
11695,10477993,CA155243,2022
11696,10764124,CA155243,2022
11697,10981387,CA137124,2024
11698,10990901,CA158073,2024
11699,10333414,CA137124,2022
11700,10582627,CA137124,2023
11701,10320863,CA159036,2022
11702,10331776,CA151610,2022
11703,10545721,CA159036,2023
11704,10770379,CA159036,2024
11705,10355445,CA157877,2022
11706,10584458,CA154947,2023
11707,10864801,CA154947,2024
11708,10365630,CA154947,2022
11709,10458768,CA148706,2022
11710,10680394,CA148706,2023
11711,10925231,CA148706,2024
11712,10308454,CA148774,2022
11713,10321636,CA151433,2022
11714,10880311,CA142861,2024
11715,10439190,CA142861,2022
11716,10612428,CA142861,2023
11717,10657382,CA148828,2023
11718,10877779,CA148828,2024
11719,10441558,CA148828,2022
11720,10415203,CA143130,2022
11721,10661537,CA143130,2023
11722,10794420,CA140652,2024
11723,10341218,CA140652,2022
11724,10868460,CA143130,2024
11725,10466882,CA149385,2022
11726,10548232,CA140652,2023
11727,10398197,CA143296,2022
11728,10588130,CA142779,2023
11729,10833466,CA142779,2024
11730,10355495,CA142779,2022
11731,10479782,CA151395,2022
11732,10840477,CA136367,2024
11733,10669672,CA136367,2023
11734,10460540,CA136367,2022
11735,10347327,CA136387,2022
11736,10581583,CA136387,2023
11737,10759008,CA136387,2023
11738,10524074,CA136387,2022
11739,10789905,CA136387,2024
11740,10604388,CA150925,2023
11741,10825561,CA150925,2024
11742,10417174,CA150925,2022
11743,10352447,CA142714,2022
11744,10809750,CA148761,2024
11745,10378493,CA148761,2022
11746,10596215,CA148761,2023
11747,10570178,CA140515,2023
11748,10362359,CA140515,2022
11749,10772139,CA140515,2024
11750,10827938,CA142746,2024
11751,10368990,CA142746,2022
11752,10413651,CA142746,2022
11753,10524076,CA142746,2022
11754,10616470,CA142746,2023
11755,10595037,CA138835,2023
11756,10792617,CA138835,2024
11757,10378504,CA138835,2022
11758,10379953,CA134722,2022
11759,10866351,CA140964,2024
11760,10651670,CA140964,2023
11761,10445292,CA140964,2022
11762,10889970,CA236558,2024
11763,10436312,CA236558,2022
11764,10657659,CA236558,2023
11765,10545030,CA141244,2023
11766,10365611,CA141244,2022
11767,10755705,CA141244,2024
11768,10685623,CA138804,2023
11769,10626812,CA140198,2023
11770,10421329,CA140198,2022
11771,10408039,CA138804,2022
11772,10870174,CA138804,2024
11773,10811742,CA138509,2024
11774,10610725,CA138509,2023
11775,10524075,CA138509,2022
11776,10376781,CA138509,2022
11777,10759009,CA138509,2023
11778,10310439,CA136851,2022
11779,10565853,CA136851,2023
11780,10475652,CA130899,2022
11781,10687029,CA130899,2023
11782,10450131,CA134675,2022
11783,10668253,CA134675,2023
11784,10977285,CA131261,2024
11785,10610858,CA133429,2023
11786,10829347,CA133429,2024
11787,10811185,CA133429,2023
11788,10819026,CA131261,2023
11789,10755351,CA131261,2024
11790,10400230,CA133429,2022
11791,10587030,CA131261,2023
11792,10977287,CA133429,2024
11793,10623286,CA137008,2023
11794,10442329,CA137008,2022
11795,10851763,CA137008,2024
11796,10476999,CA138264,2022
11797,10684121,CA138264,2023
11798,10773036,CA126792,2024
11799,10554349,CA126792,2023
11800,10297852,CA128943,2022
11801,10307119,CA126792,2022
11802,10521263,CA128943,2023
11803,10747360,CA128943,2024
11804,10335789,CA132829,2022
11805,10447058,CA125577,2022
11806,10676901,CA125577,2023
11807,10413025,CA129536,2022
11808,10437788,CA130995,2022
11809,10655155,CA129933,2023
11810,10873852,CA132946,2024
11811,10565953,CA122959,2023
11812,10374103,CA129933,2022
11813,10456193,CA132946,2022
11814,10747046,CA132946,2023
11815,10783084,CA129933,2024
11816,10797117,CA132878,2024
11817,10663900,CA132946,2023
11818,10977286,CA132946,2024
11819,10358583,CA122959,2022
11820,10396977,CA124723,2022
11821,10350571,CA121044,2022
11822,10692569,CA121044,2023
11823,10870747,CA124515,2024
11824,10407464,CA124633,2022
11825,10655930,CA124633,2023
11826,10824366,CA124633,2024
11827,10453697,CA120439,2022
11828,10373043,CA120895,2022
11829,10616722,CA120895,2023
11830,10862788,CA120895,2024
11831,10401767,CA118953,2022
11832,10641783,CA118953,2023
11833,10817093,CA118953,2024
11834,10349505,CA124515,2022
11835,10435502,CA122677,2022
11836,10977284,CA124704,2024
11837,11063692,CA124704,2024
11838,10486011,CA124704,2022
11839,10697349,CA124704,2023
11840,10919241,CA124704,2024
11841,10817296,CA124704,2023
11842,10532145,CA121118,2023
11843,10747339,CA121118,2024
11844,10307118,CA121118,2022
11845,10674521,CA124332,2023
11846,10466778,CA124332,2022
11847,10738312,CA124332,2023
11848,10977281,CA124332,2024
11849,10897722,CA124332,2024
11850,10880356,CA120813,2024
11851,10683098,CA120813,2023
11852,10447055,CA120813,2022
11853,10643838,CA121192,2023
11854,10413035,CA121192,2022
11855,10441235,CA119171,2022
11856,10655346,CA119171,2023
11857,10994555,CA119171,2024
11858,10355901,CA109545,2022
11859,10343706,CA109545,2022
11860,10319995,CA117907,2022
11861,10474491,CA121113,2022
11862,10436212,CA116477,2022
11863,10365184,CA113941,2022
11864,10769825,CA113941,2024
11865,10546489,CA113941,2023
11866,10700329,CA117830,2023
11867,10304175,CA117830,2022
11868,10838618,CA117830,2024
11869,10402765,CA116020,2022
11870,10312766,CA109106,2022
11871,10524073,CA114567,2022
11872,10321909,CA112314,2022
11873,10825513,CA116021,2024
11874,10593171,CA116021,2023
11875,10377505,CA116021,2022
11876,10436255,CA112356,2022
11877,10381683,CA111754,2022
11878,10540682,CA113794,2023
11879,10841403,CA111754,2024
11880,10738752,CA113794,2024
11881,10308725,CA113794,2022
11882,10618800,CA111754,2023
11883,10316253,CA102184,2022
11884,10744756,CA102184,2024
11885,10532790,CA102184,2023
11886,10977279,CA102184,2024
11887,10365860,CA114536,2022
11888,10545744,CA114536,2023
11889,10601316,CA114536,2022
11890,10758776,CA114536,2024
11891,10793565,CA107469,2024
11892,10603209,CA107469,2023
11893,10520798,CA096899,2022
11894,10688193,CA096899,2023
11895,10872126,CA096899,2024
11896,10817151,CA104509,2024
11897,10374149,CA104509,2022
11898,10609811,CA104509,2023
11899,10412897,CA101795,2022
11900,10881986,CA102613,2024
11901,10653135,CA102613,2023
11902,10445420,CA102613,2022
11903,10851965,CA098571,2024
11904,10657712,CA098571,2023
11905,11239983,CA098571,2024
11906,10491774,CA098571,2022
11907,10403627,CA103846,2022
11908,10617648,CA103320,2023
11909,10386853,CA103320,2022
11910,10660676,CA097096,2023
11911,10835965,CA103320,2024
11912,10820450,CA097096,2024
11913,10362573,CA098575,2022
11914,10990937,CA098371,2024
11915,10478101,CA100019,2022
11916,10734611,CA100019,2023
11917,10931530,CA100019,2024
11918,10883700,CA096512,2024
11919,10759522,CA096512,2023
11920,10307552,CA095039,2022
11921,10434707,CA093606,2022
11922,10640067,CA200423,2023
11923,10378064,CA200423,2022
11924,10862883,CA200423,2024
11925,11063454,CA200423,2024
11926,10460121,CA096500,2022
11927,10524072,CA096500,2022
11928,10328893,CA099908,2022
11929,10425429,CA096985,2022
11930,10616713,CA099908,2023
11931,10799771,CA097098,2024
11932,10402302,CA097098,2022
11933,10307587,CA095641,2022
11934,10529319,CA095641,2023
11935,10311539,CA093729,2022
11936,10608730,CA093729,2023
11937,10770505,CA093729,2024
11938,10884704,CA199652,2023
11939,10443898,CA199652,2022
11940,10928266,CA199652,2024
11941,10381515,CA092160,2022
11942,10413883,CA093237,2022
11943,10784763,CA090764,2024
11944,10587722,CA090764,2023
11945,10473836,CA089151,2022
11946,10684728,CA089151,2023
11947,10654713,CA089713,2023
11948,10443699,CA089713,2022
11949,10848430,CA089713,2024
11950,10356648,CA085862,2022
11951,10740894,CA085862,2024
11952,10543120,CA085862,2023
11953,10587630,CA277795,2023
11954,10993876,CA277795,2024
11955,10827908,CA277795,2024
11956,10392841,CA085344,2022
11957,10617639,CA085344,2023
11958,10304910,CA082337,2022
11959,10801217,CA085344,2023
11960,10771139,CA082337,2024
11961,10534673,CA082337,2023
11962,10977277,CA085344,2024
11963,10831021,CA085344,2024
11964,10330449,CA081237,2022
11965,10417167,CA081436,2022
11966,10795878,CA076167,2024
11967,10579935,CA076167,2023
11968,10744764,CA081301,2024
11969,10300048,CA081301,2022
11970,10526400,CA081301,2023
11971,11239049,CA080728,2024
11972,10582921,CA080728,2023
11973,10370300,CA076167,2022
11974,10360465,CA078831,2022
11975,10788336,CA080728,2024
11976,10335763,CA081133,2022
11977,10857294,CA080024,2024
11978,10647743,CA080024,2023
11979,10440503,CA080024,2022
11980,10636788,CA077816,2023
11981,10400861,CA077816,2022
11982,10829401,CA077816,2024
11983,10774215,CA076287,2024
11984,10330482,CA076287,2022
11985,10549348,CA076287,2023
11986,10601319,CA076287,2022
11987,10833204,CA077955,2024
