"This data is provided to meet the data availability requirements for a scientific publication. Data is derived from NIH's internal datasets and from Digital Science's Dimensions Platform. Data from Digital Science is based on metadata as of March 2024 from Digital Science's Dimensions platform, available at https://app.dimensions.ai/. Access was granted under license agreement with the National Cancer Institute. Researchers interested in exploring the data further should visit the Dimensions platform website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppid,researcher_ids,n_pubs,n_nci_funded_pubs,n_nci_funded_projs,nci_role,qual_nci_appl_ids,qual_nci_projs,collab_nci_funded_only,moonshot_pi,min_moonshot_fy,moonshot_projects,med_authors_overall,avg_authors_overall,nci_pub_avg_authors,msfunded_pub_avg_authors,collab_types,n_collab_pubs,n_collab_projs,n_network_collaborators,n_network_coauthors,n_network_copis,n_ms_network_collaborators,n_ms_network_coauthors,n_ms_network_copis,n_collab_nci_docs,n_collab_nci_funded_pubs,n_collab_nci_funded_projs,n_collab_ms_docs,n_collab_msfunded_pubs,n_collab_msfunded_projs,collab_ms_funded_only,collab_post_ms
7645499,ur.01074353043.17,798,430,12,project_pi,10005257; 10005297; 10006205; 10064964; 10215244; 10224838; 10251109; 10251116; 10268439; 10296684; 10459290; 10461095; 9203616; 9278125; 9338149; 9356787; 9388779; 9499078; 9538161; 9552056; 9569609; 9653579; 9754013; 9754614; 9763471; 9763489; 9778774; 9778782; 9830585; 9979631; 9980315,P50CA098258; P50CA217685; R01CA109298; R01CA177909; R01CA227622; R35CA209904,n,n,,,11,13.8,16.4,,Multiple,682,12,355,344,27,,,,396,386,10,,,,,
8707864,ur.01051272131.44,373,166,11,project_pi,10084671; 10084676; 10221391; 10222619; 10223896; 10223901; 10289496; 10307680; 10403641; 10427340; 10427345; 10472703; 10473516; 10555358; 10621584; 10626271; 9819102; 9983694; 9995648,P20CA262733; R01CA233719; R01CA239701; U54CA254569; UG3CA260607,n,n,,,9,11.2,13.7,,Multiple,285,9,155,145,27,,,,145,136,9,,,,,
1903140,ur.01316167422.54,164,140,8,project_pi,10090968; 10241985; 10564658; 9339590; 9490765; 9576355; 9676625; 9768419; 9838487; 9990732,R01CA190329; U01CA229437; U54CA096297,n,n,,,8,9.5,9.5,,Multiple,154,11,95,73,32,,,,145,137,8,,,,,
7992898,ur.01312204707.54,289,188,13,project_pi,10020941; 10057183; 10241425; 10256717; 10307901; 10367617; 10388446; 10468211; 10478972; 10524210; 9338035; 9339319; 9339620; 9530533; 9533484; 9542729; 9748838; 9827378; 9988695,R01CA186193; R01CA260003; U01CA142565; U01CA174706; U01CA253540; U24CA226110,n,n,,,7,9,10,,Multiple,205,10,130,115,30,,,,149,139,10,,,,,
1883890,ur.012146027212.04; ur.01003156731.73,287,159,9,project_pi,10025022; 10128231; 10143088; 10177963; 10239132; 10239259; 10396633; 9198211; 9456977; 9695960; 9765913; 9928657,P30CA125123; R01CA172511; R01CA217105; R01CA232754,n,n,,,13,17.1,20,,Multiple,246,9,255,237,25,,,,150,142,8,,,,,
6885500,ur.01152270445.99,421,164,9,project_pi,10119253; 10245071; 10298648; 10437904; 10443386; 9262911; 9289995; 9368268; 9444434; 9460426; 9512814; 9671376; 9673102; 9781662; 9951008; 9996517,R01CA188228; R01CA215489; R01CA219943; R01CA262462,n,n,,,18,20.5,25.2,,Multiple,359,9,308,303,20,,,,156,147,9,,,,,
1923871,ur.0616337446.39,411,233,14,project_pi,9188537; 9303270; 9324940; 9324944; 9338193; 9341165; 9359343; 9379092; 9386737; 9491751; 9512681; 9537437; 9537443; 9545714; 9553598; 9604325; 9697315; 9733908; 9744613; 9758190; 9766199; 9784138; 9936162,P30CA124435; R01CA082214; R01CA199656; R01CA201719; U01CA188383; U54CA199075,n,n,,,9,11.7,10.8,,Multiple,259,8,160,148,28,,,,167,159,8,,,,,
6487056,ur.01167105107.83,255,182,12,project_pi,10019334; 10019366; 10179328; 10251081; 10251085; 10318050; 10438775; 10448509; 10491137; 10491213; 9186831; 9196335; 9221241; 9243984; 9378861; 9378862; 9378863; 9441721; 9483268; 9572123; 9572127; 9617043; 9677632; 9688416; 9787347; 9787351; 9843842; 9849964; 9949653,P01CA163205; P30CA016058; R01CA068458; R01CA185301; R01CA265095; R35CA210087,n,n,,,15,15.8,16.6,,Multiple,244,9,185,168,33,,,,184,176,8,,,,,
8352708,ur.0657311213.55,491,246,16,project_pi,10073480; 10075748; 10084629; 10090051; 10114984; 10116983; 10233147; 10267200; 10322674; 10352202; 10392854; 10416206; 10459767; 10462064; 10478916; 10692497; 10699497; 9305968; 9331273; 9341177; 9444508; 9471053; 9512832; 9543057; 9548627; 9617654; 9650558; 9663910; 9724401; 9734599; 9784742; 9841917; 9884742; 9897498; 9951006,R01CA202752; R01CA208236; R01CA216579; R01CA220581; R01CA249992; R01CA257612; R01CA268207; R01CA268287; U01CA239055; U01CA269181; U24CA199374; U54CA254566,n,n,,,8,12.5,11.8,,Multiple,368,14,110,103,25,,,,199,185,14,,,,,
8873459,ur.01041221457.11,314,214,8,project_pi,10011764; 10198123; 10244929; 10247136; 10385785; 10468784; 9300713; 9337359; 9487498; 9487939; WITHHELDAPPL150; 9768358; WITHHELDAPPL89,P50CA058223; R01CA253450; U01CA179715; U54CA156733,n,n,,,9,23.9,29.7,,Multiple,274,9,246,241,15,,,,200,192,8,,,,,
6060960,ur.0620411205.33,488,228,10,project_pi,10092113; 10241243; 10411890; 10450131; 10518916; 9261494; 9312768; 9327871; 9477485; 9543330; 9775423; 9886337; 9886363,R01CA134675; R01CA184228; U01CA183031; U54CA274370,n,n,,,10,10.6,10.5,,Multiple,358,10,147,140,23,,,,200,191,9,,,,,
7614079,ur.013332553707.22,304,224,17,project_pi,10007777; 10078772; 10120145; 10126332; 10129558; 10215431; 10249950; 10308714; 10411426; 10441296; 10471612; 10472042; 9247931; 9251263; 9252920; 9265308; 9300894; 9318873; 9379051; 9404019; 9445405; 9451255; 9518307; 9525570; 9614278; 9660539; 9686698; 9742440; 9816661; 9884743; 9964702,R01CA172546; R01CA176671; R01CA204167; R01CA213448; R01CA222049; R01CA244233; R21CA201999; R21CA216761; R35CA232130; U01CA221046,n,n,,,9,10.9,11.3,,Multiple,253,13,166,156,33,,,,200,187,13,,,,,
1888524,ur.016425765167.70,862,712,18,project_pi,10091976; 10120047; 10166284; 10197851; 10335127; 10336724; 10400832; 10440254; 10453004; 10491875; 9297261; 9320659; 9334127; 9344321; 9344545; 9518571; 9518572; 9551543; 9553536; 9555801; 9659779; 9714651; 9731421; 9767746; 9783638; 9783639; 9783640; 9783641; 9783642; 9818390; 9851869; 9953954; 9969475; 9985748,P30CA068485; R01CA188214; R01CA202981; R01CA228156; R01CA235553; U01CA202979; U01CA262678; UG3CA265846; UM1CA182910,n,n,,,15,53.4,58.6,,Multiple,849,14,452,437,38,,,,722,708,14,,,,,
1887033,ur.015434557677.32,420,278,19,project_pi,10098307; 10114222; 10129319; 10146306; 10154199; 10213218; 10334543; 10403494; 9209506; 9261150; 9293685; 9297249; 9308911; 9324962; 9452903; 9458137; 9459330; 9487205; 9487955; 9650556; 9654698; 9694176; 9698051; 9701148; 9756834; 9784741; 9850534; 9875443; 9913496; 9930052; 9932572; 9939473; 9987273,P01CA069246; R01CA204019; R01CA206890; R01CA237332; R01CA257623; R21CA236561; R33CA202064; U01CA206997; UH2CA202637; UH3CA202637,n,n,,,8,10,9.8,,Multiple,279,12,138,132,19,,,,230,219,11,,,,,
7766595,ur.01351446707.22,530,228,12,project_pi,10094210; 10146316; 10202498; 10367856; 10371023; 10392361; 10523007; 9188049; 9256443; 9257302; 9384599; 9390461; 9439711; 9532125; 9605028; 9753734; 9831058; 9947657; 9986475; 9987547,R01CA102031; R01CA201184; R01CA205247; R01CA248475; R01CA258981; U01CA250046; U10CA180861,n,n,,,18,18.1,20.5,,Multiple,502,11,239,236,16,,,,238,227,11,,,,,
1859008,ur.01117141733.07,379,239,11,project_pi,10122914; 10436093; 10627525; 9307381; 9326177; 9326231; 9458135; 9494554; 9656099; 9897495,R01CA177150; R01CA186646; R01CA207084; U01CA271014,n,n,,,16,54.4,77,,Multiple,358,9,319,316,11,,,,241,232,9,,,,,
1923039,ur.01272670052.52,232,144,10,project_pi,10038030; 10094211; 10263962; 10331769; 10495294; 10686449; 9194394; 9300848; 9427976; 9482918; 9490023; 9609353; 9737305; 9756897; 9772011; 9790202; 9916997,P30CA014520; P50CA278595; R01CA185251; R01CA186134; R01CA247479; R33CA225281; UG3CA260692; UH3CA260692,n,y,2017,R33CA225281 (2017),7,7.625,7.881944444,7.363636364,Multiple,163,11,78,67,26,11,9,7,107,98,9,4,3,1,n,n
1936722,ur.014556260237.69,198,59,13,project_pi,10111477; 10226013; 10237888; 10308611; 10310972; 10376877; 10376883; 9195083; 9325465; 9397529; 9483053; 9532116; 9539327; 9543674; 9546099; 9613790; 9682458; 9684571; 9747804; 9783706; 9882876; 9898342; 9918279,R01CA183101; R01CA200064; R01CA224911; R01CA225002; R01CA228272; R33CA225323,n,y,2017,R33CA225323 (2017),7,8.02020202,9.644067797,7.5,Multiple,122,12,36,36,5,2,2,1,65,54,11,4,3,1,n,n
7125025,ur.01223760210.13,247,116,17,project_pi,10111477; 10226013; 10228203; 10237888; 10308611; 10310972; 10375268; 10376877; 10376883; 10460203; WITHHELDAPPL122; 9195083; 9325465; 9397529; 9483053; 9532116; 9539327; 9543674; 9546099; 9571315; 9613790; 9682458; 9684571; 9747804; 9762042; 9768699; 9771920; 9771949; 9783706; 9882876; 9898342; 9918279; 9982876,P30CA060553; R01CA183101; R01CA200064; R01CA224911; R01CA225002; R01CA228272; R33CA225323; U54CA268084,n,y,2017,R33CA225323 (2017),7,8.125506073,8.965517241,10.33333333,Multiple,192,18,55,36,31,2,2,1,112,97,15,4,3,1,n,n
6878015,ur.0766253043.80,138,80,13,project_pi,10004824; 10016089; 10153712; 10164740; 10187388; 10219682; 10226232; 10400097; 10400203; 10409771; 10483114; 9259964; 9280874; 9339629; 9363695; 9447135; 9504237; 9547340; 9559632; 9564077; 9688195; 9692566; 9695175; 9751822; 9770558; 9921305; 9950838; 9980796,U01CA184898; U01CA217885; U01CA253547; U24CA194107; U24CA210004; U24CA220341; U24CA248457; U24CA258406,n,y,2019,U01CA217885 (2019),11.5,20.26811594,26.5625,20.75,Multiple,122,10,174,164,15,38,37,3,83,73,10,4,4,0,n,n
1897319,ur.01064253031.26,113,74,10,project_pi,10004583; 10205363; 10300795; 10411206; 10473839; 9265810; 9278530; 9281695; 9351486; 9487215; 9494543; 9540834; 9640142; 9696778; 9706751; 9733149; 9755383; 9758305; 9758322; 9758337; 9848432; 9938441; 9968127,P30CA069533; U01CA195469; U01CA199315; U01CA232819; U24CA210957; U24CA264007,n,y,2020,U01CA232819 (2020),12,43.46902655,60.63513514,36,Multiple,90,9,240,235,22,39,39,8,79,70,9,4,3,1,n,n
1928317,ur.01261637033.67,247,177,12,project_pi,10071141; 10087325; 10092138; 10132253; 10246299; 10318154; 10330427; 10358184; 10465169; 10474281; 9281458; 9288143; 9294983; 9417201; 9417595; 9481810; 9512854; 9600599; 9653158; 9694633; 9725913; 9784748; 9851824; 9886845; 9905344; 9999418,P01CA013106; P01CA087497; P01CA129243; P50CA254838; R01CA190261; R01CA195787; R01CA233944; R33CA267221; U54CA231652,n,y,2018,U54CA231652 (2018),14,15.30769231,16.90960452,35.66666667,Multiple,203,9,295,284,30,38,36,4,155,147,8,4,3,1,n,n
9766169,ur.010402775144.09,331,209,11,project_pi,10000275; 10003015; 10005261; 10229154; 10242181; 10246866; 10294012; 10301100; 10367242; 10371645; 10429189; 10461041; 10475758; 10479148; 10582164; 10599739; 10681606; 10695997; 10819927; 9352807; 9353354; 9446705; 9544130; 9547344; 9627644; 9754030; 9763195; 9768977; 9788364; 9985250; 9998318; 9998919; 9999535,R01CA260112; U24CA209837; U24CA210972; U24CA211006; U24CA264010; U2CCA233303; U2CCA252981; U54CA224083,n,y,2017,U2CCA233303 (2018); U2CCA233303 (2019); U2CCA233303 (2020); U2CCA233303 (2021); U2CCA233303 (2022); U2CCA233303 (2023); U2CCA252981 (2021); U2CCA252981 (2022); U2CCA252981 (2023); U54CA224083 (2017); U54CA224083 (2019); U54CA224083 (2020); U54CA224083 (2021); U54CA224083 (2022),21,110.1208459,161.1483254,76.33333333,Multiple,295,13,513,510,19,103,103,9,207,198,9,20,17,3,n,n
1858946,ur.014224135057.83,330,209,11,project_pi,10003256; 10003257; 10003261; 10088425; 10120171; 10134503; 10376917; 9228985; 9304110; 9324125; 9331441; 9333954; 9341167; 9341174; 9456672; 9459327; 9461334; 9461855; 9462260; 9519928; 9531873; 9553661; 9553667; 9598139; 9598148; 9607296; 9654980; 9668077; 9676730; 9677123; 9753940; 9774750; 9774760; 9774775; 9774777; 9830169; 9830170; 9830171; 9896558; 9906855; 9989977; 9997790,R01CA077575; R01CA187532; R01CA190105; R01CA239219; R01CA249016; U01CA143062; U01CA200464; U54CA193489,n,y,2017,R01CA187532 (2017); R01CA187532 (2018),8,9.412121212,9.95215311,,Multiple,282,9,134,126,24,5,5,1,191,182,9,0,0,0,n,n
9084260,ur.01041136665.27,125,68,11,project_pi,10301898; 10334081; 10334085; 10492710; 10517892; 10693943; 9335810; 9336282; 9353328; 9518615; 9531283; 9552111; 9663095; 9747217; 9747816; 9765287; 9983613; 9998917,P50CA257911; R01CA193650; R01CA199064; U01CA274298; U24CA211000; U24CA264027,n,y,2022,U01CA274298 (2022); U01CA274298 (2023),8,13.176,17.14705882,34.5,Multiple,97,9,150,137,28,22,21,4,68,59,9,2,1,1,n,n
9272296,ur.01206354534.72,183,114,11,project_pi,10004866; 10062925; 10063160; 10134496; 10332552; 10617928; 9122358; 9208420; 9265429; 9265810; 9405395; 9456997; 9481815; 9494543; 9614962; 9650728; 9693178; 9706751; 9758888; 9766574; 9777021; 9784224; 9842698,P30CA006516; R01CA185137; U01CA195469; U24CA224316; U54CA193461,n,y,2017,U24CA224316 (2017); U24CA224316 (2022),12,13.42622951,13.26315789,35.66666667,Multiple,137,11,226,188,60,41,36,11,94,83,11,4,3,1,n,n
1901947,ur.01142442612.76,182,123,15,project_pi,10087491; 10131139; 10218104; 10218109; 10336377; 10376282; 10380489; 10443606; 10443612; 10470428; 10488813; 10518847; 10820067; 9186708; WITHHELDAPPL117; 9331320; 9331322; 9331328; 9463609; 9561326; 9627573; 9673679; 9703374; 9703379; 9811990; 9854706; 9904129; 9975125; 9975133; 9977994,P01CA229123; P50CA095103; P50CA236733; R01CA163563; R35CA197570; U19CA179514; U2CCA233291; U54CA274367; UG3CA241685; UH3CA241685,n,y,2018,U2CCA233291 (2018); U2CCA233291 (2023),8,15.94505495,19.64227642,51.08333333,Multiple,137,11,184,174,26,37,37,2,106,95,11,12,11,1,n,n
8210070,ur.01320500077.48,772,275,13,project_pi,10009290; 10197832; 10212270; 10226083; 10242643; 10242651; 10253153; 10266195; 10334569; 10415964; 10439595; 10440792; 10463838; 10467003; 10479160; 10681975; 9195699; 9221977; 9322564; 9424650; 9427630; 9531277; 9590079; 9633036; 9635744; 9732472; 9789655; 9794676; 9959362; 9997820; 9997872; 9999477,P30CA016672; P50CA221707; R01CA172670; R01CA184843; R01CA187238; R01CA218230; R01CA262805; U24CA220325; U54CA224065; UH2CA207101; UH3CA207101,n,y,2020,U54CA224065 (2020); U54CA224065 (2021),13,13.83937824,15.39272727,32.36363636,Multiple,650,11,312,293,52,54,52,11,254,243,11,10,9,1,n,n
1866290,ur.01057336674.48,641,267,11,project_pi,10000857; 10006863; 10006872; 10045655; 10219190; 10251026; 10251034; 10319640; 10462574; 10463886; 10479898; 10479946; 10483357; 10704248; 9305039; 9329981; 9329986; 9353342; 9353362; 9534017; 9542760; 9544673; 9544682; 9546644; 9605588; 9746635; 9759865; 9772878; 9774001; 9791695; 9791699; 9979774; 9986704; 9994233,P50CA186786; R01CA200660; R35CA231996; U01CA214170; U24CA210967; U2CCA271854,n,y,2020,P50CA186786 (2020); P50CA186786 (2021); P50CA186786 (2022),14,19.55850234,27.91385768,88.875,Multiple,504,10,369,368,17,40,40,3,247,238,9,8,8,0,n,n
6089518,ur.01316704737.12; ur.01247244162.10,291,162,12,project_pi,10005126; 10005158; 10024142; 10161748; 10206026; 10218090; 10270036; 10270038; 10357003; 10365041; 10465094; 10479815; 10491104; 10491142; 10730296; 9187816; 9250720; 9263897; 9307343; 9342745; 9342754; 9382013; 9388326; 9445777; 9457104; 9477463; 9483269; 9533520; 9548911; 9548937; 9677633; 9683864; 9703434; 9703435; 9704198; 9753184; 9785253; 9785265; 9870086; 9902345; 9924248; 9995448,P01CA206978; P01CA229092; P50CA101942; R01CA155010; R01CA182461; R01CA184922; R01CA216273; R21CA220147; R21CA267527; U24CA224331; U54CA244726,n,y,2017,U24CA224331 (2017); U24CA224331 (2023); U54CA244726 (2019),15,15.19931271,15.22222222,17.71428571,Multiple,256,10,229,225,22,35,33,6,140,131,9,14,12,2,n,n
6985255,ur.014060240217.08; ur.01250007117.39; ur.011140451417.20,369,149,8,project_pi,10111475; 10115009; 10269615; 10328973; 10358633; 10475569; 10732796; 10819754; 9219682; 9246458; 9334756; 9424325; 9440354; 9567112; 9627374; 9645611; 9918875; 9946801,R01CA185138; R01CA212138; R01CA222508; R01CA248491; U10CA180857; U2CCA233254,n,y,2018,U2CCA233254 (2018); U2CCA233254 (2021); U2CCA233254 (2023),10,16.43089431,17,69.25,Multiple,292,8,239,232,18,48,48,2,137,129,8,9,8,1,n,n
2067406,ur.01344760626.72,170,94,13,project_pi,10134496; 10134500; 10294170; 10394666; 10491906; 10601398; 10603048; 10644172; 10646671; 10649768; 9194397; 9265429; 9265435; 9385294; 9481815; 9481820; 9591577; 9693178; 9693185; 9702772; 9834606,R01CA195718; R21CA223531; R35CA253119; U54CA193461; U54CA243125,n,y,2019,U54CA243125 (2019); U54CA243125 (2021); U54CA243125 (2022),10,11.27058824,12.42553191,10.28571429,Multiple,118,9,139,123,22,18,16,4,84,76,8,3,2,1,n,n
9699074,ur.0731317475.27,52,26,12,project_pi,10242453; 10267780; 10460794; 10464043; 10516238; 10518935; 10518937; 10535373; 10706561; 9310445; 9328035; 9392375; 9449550; 9512752; 9544105; 9598118; 9733980; 9762017; 9970207,R01CA151588; R01CA198074; R01CA260752; R01CA264843; R01CA271510; U01CA224145; U01CA274154; U54CA274371,n,y,2017,U01CA224145 (2017); U01CA224145 (2020); U01CA224145 (2021); U01CA274154 (2022); U01CA274154 (2023),10.5,13.09615385,15.26923077,14.66666667,Multiple,49,9,69,55,24,12,10,7,35,26,9,15,13,2,n,n
7626839,ur.01246576774.91,451,253,16,project_pi,10008990; 10137194; 10171806; 10197832; 10226083; 10242451; 10248764; 10254377; 10375652; 10406280; 10415964; 10439595; 10486389; 10517527; 10518935; 10518938; 10705730; 9269541; 9334773; 9381386; 9445275; 9458139; 9520617; 9551753; 9560689; 9565530; 9590079; 9633036; 9678337; 9698307; 9732472; 9773971; 9882229; 9904574; 9959362; 9999477,P50CA221707; R01CA218004; R01CA218230; R01CA220236; U01CA196403; U01CA200468; U24CA224020; U24CA274274; U54CA274371,n,y,2017,U24CA224020 (2017); U24CA224020 (2020); U24CA224020 (2021); U24CA274274 (2022); U24CA274274 (2023),12,14.94235033,18.30039526,16.5,Multiple,383,11,368,359,31,45,45,7,243,233,10,9,7,2,n,n
1943901,ur.014525340267.00,227,143,8,project_pi,10005901; 10166790; 9265810; 9350715; 9350721; 9487958; 9487965; 9494543; 9627504; 9691279; 9691286; 9706751; 9764617; 9788351; 9830174; 9964674; 9964684; 9964714,U01CA195469; U2CCA233280; U54CA209988,n,y,2018,U2CCA233280 (2018); U2CCA233280 (2019); U2CCA233280 (2020); U2CCA233280 (2021); U2CCA233280 (2022),10,14.52422907,16.51048951,31,Multiple,197,9,230,228,18,51,51,8,141,133,8,11,10,1,n,n
2795105,ur.012745422457.41,268,179,12,project_pi,10000273; 10000274; 10013137; 10013151; 10013174; 10013175; 10013176; 10019466; 10070602; 10239037; 10251033; 10251043; 10268740; 10268746; 10307107; 10358965; 10365762; 10371682; 10371684; 10381269; 10471232; 10480828; 10480856; 10524132; 10681839; 10681844; 9254472; 9327659; 9334545; 9378977; 9446221; 9446226; 9477480; 9542732; 9791683; 9887923; 9985257; 9985262; 9998312,P01CA114046; P50CA174523; P50CA261608; R01CA182890; R01CA238237; R01CA258113; R01CA259295; U54CA224070,n,y,2017,U54CA224070 (2017); U54CA224070 (2019); U54CA224070 (2020); U54CA224070 (2021); U54CA224070 (2022),14,19.30223881,23.01117318,32.28571429,Multiple,201,9,256,254,21,54,53,4,151,142,9,20,19,1,n,n
8579775,ur.0733661451.03,353,81,9,project_pi,10000275; 10002189; 10003015; 10005261; 10229154; 10241343; 10246866; 10301100; 10371645; 10459716; 10465193; 10475758; 10582164; 10681606; 9288141; 9352807; 9446705; 9487160; 9544130; 9602351; 9754030; 9763195; 9772410; 9985250; 9998318,R01CA182746; U01CA231844; U01CA271402; U24CA211006; U24CA264010; U54CA224083,n,y,2017,U54CA224083 (2017); U54CA224083 (2019); U54CA224083 (2020); U54CA224083 (2021); U54CA224083 (2022),14,18.92351275,39.59259259,38.6,Multiple,234,8,273,272,14,52,52,6,77,69,8,8,7,1,n,n
1971389,ur.01320311660.38,218,107,12,project_pi,10053181; 10233715; 10247119; 10247124; 10251506; 10258699; 10259758; 10264933; 10403900; 10408476; 10474745; 10474751; 10478112; 10479884; 10494787; 10519243; 10558834; 10594304; 10629670; 10689096; 9346013; 9349462; 9547277; 9554782; 9557015; 9768350; 9768364; 9771389; 9870730,U01CA199277; U54CA132379; U54CA132384; U54CA272220; UG3CA233314; UH3CA233314,n,y,2019,UG3CA233314 (2019); UH3CA233314 (2020); UH3CA233314 (2021); UH3CA233314 (2022); UH3CA233314 (2023),9,26.90825688,45.70093458,8.444444444,Multiple,197,10,232,220,28,28,26,7,114,104,10,11,9,2,n,n
2110377,ur.015707704457.56,342,194,9,project_pi,10058396; 10264035; 10478194; 10596783; 9226041; 9326258; 9359398; 9437745; 9548168; 9618207; 9837560; 9837587; 9837614; 9848961; 9963720,P30CA016520; R01CA176785; R01CA192393; U01CA164947; U01CA232836,n,y,2017,P01CA210944 (2017); P01CA210944 (2018); P01CA210944 (2019); P01CA210944 (2021); P01CA210944 (2022); U01CA232836 (2019),17,50.47953216,78.31443299,25.83333333,Multiple,289,9,399,389,30,52,48,13,192,184,8,8,6,2,n,n
1872473,ur.01364675643.37,96,60,10,project_pi,10048183; 10057198; 10174879; 10175782; 10225514; 10396564; 10470120; 10551969; 9277426; 9333520; 9487971; 9528373; 9698902; 9743753; 9986720,R01CA192652; R01CA210259; R01CA244370; R01CA268037; R21CA241637,n,y,2017,R01CA210259 (2017); R01CA210259 (2018); R01CA210259 (2019); R01CA210259 (2020); R01CA210259 (2021); R01CA210259 (2022),7,8.052083333,8.35,8,Multiple,81,10,25,25,6,4,4,1,59,51,8,3,2,1,n,n
8474689,ur.012607214677.06; ur.01072146404.07; ur.0766616460.81,604,470,14,project_pi,10001968; 10091327; 10126818; 10143898; 10166468; 10245003; 10249992; 10249994; 10303154; 10307415; 10394795; 10447152; 10447154; 10523441; 10524211; 10668262; 9297261; 9326923; 9385642; 9417919; 9417921; 9518572; 9538942; 9543421; 9567089; 9607944; 9688501; 9739310; 9739322; 9759779; 9767746; 9768976; 9895425; 9976642; 9982824; 9982836; 9985748; 9986697,P30CA014089; R01CA196931; R01CA202981; R01CA228198; U01CA164973; U01CA257328; U19CA214253,n,y,2018,U19CA214253 (2018); U19CA214253 (2019); U19CA214253 (2020); U19CA214253 (2021); U19CA214253 (2022); U19CA214253 (2023),26,64.77980132,76.6893617,68.91666667,Multiple,588,14,501,492,32,33,32,4,478,466,12,9,8,1,n,n
7138885,ur.0707363200.61,87,34,9,project_pi,10024065; 10117907; 10235295; 10251562; 10398970; 10465296; 10479163; 10505675; 10532889; 10666525; 9308914; 9515908; 9724402; 9870498,R01CA257254; U01CA188388; U54CA272688; UG3CA244697; UH3CA244697,n,y,2019,UG3CA244697 (2019); UG3CA244697 (2020); UG3CA244697 (2021); UH3CA244697 (2021); UH3CA244697 (2022); UH3CA244697 (2023),11,11.87356322,13.67647059,13.66666667,Multiple,78,8,64,61,10,7,6,5,39,31,8,5,3,2,n,n
9758594,ur.01257450756.48,661,240,8,project_pi,10024065; 10117907; 10134263; 10142706; 10251562; 10302065; 10437609; 10465296; 10479163; 10489798; 10532889; 10666525; 9281703; 9352806; 9487978; 9543442; 9546300; 9688511; 9747799; 9771392; 9870498; 9918278; 9996510,R01CA194547; R01CA228512; U24CA210989; U24CA264032; UG3CA244697; UH3CA244697,n,y,2019,UG3CA244697 (2019); UG3CA244697 (2020); UG3CA244697 (2021); UH3CA244697 (2021); UH3CA244697 (2022); UH3CA244697 (2023),13,14.97276853,18.76666667,13.88888889,Multiple,523,8,369,369,20,43,43,4,223,215,8,7,5,2,n,n
2110411,ur.016331102737.81; ur.010734323301.22,615,310,13,project_pi,10020381; 10246964; 10294012; 10331128; 10414399; 10472726; 10479148; 10491296; 10599739; 10691926; 10695997; 10724918; 9345317; 9354407; 9709067; 9869208,P20CA192966; P50CA244431; U01CA206110; U01CA265735; U2CCA252981,n,y,2019,P50CA244431 (2019); P50CA244431 (2020); P50CA244431 (2021); P50CA244431 (2022); P50CA244431 (2023); U2CCA252981 (2021); U2CCA252981 (2022); U2CCA252981 (2023),7,11.78373984,12.03870968,41.5,Multiple,438,12,392,387,24,77,76,7,265,254,11,10,8,2,n,n
6367572,ur.01251103757.60,262,77,8,project_pi,10005923; 10005925; 10006087; 10091976; 10150337; 10203686; 10241336; 10247538; 10249995; 10252793; 10294884; 10332405; 10335127; 10447155; 10471858; 10477299; 10481847; 10492733; 10623044; 10696237; 9417922; 9634639; 9634745; 9635128; 9659779; 9739323; 9786714; 9788326; 9788328; 9851869; 9882152; 9895188; 9982837,P30CA014089; R01CA228156; U19CA214253; U2CCA252971; U54CA233396; U54CA233444; U54CA233465,n,y,2018,U19CA214253 (2018); U19CA214253 (2019); U19CA214253 (2020); U19CA214253 (2021); U19CA214253 (2022); U2CCA252971 (2021); U2CCA252971 (2022); U2CCA252971 (2023),15,23.44274809,45.84415584,119.8333333,Multiple,196,8,274,253,45,32,31,4,80,72,8,8,6,2,n,n
1877572,ur.012742742357.13,941,563,18,project_pi,10005168; 10005294; 10005901; 10006080; 10006206; 10166783; 10212771; 10228007; 10246885; 10251114; 10376362; 10423457; 10471932; 10818062; 9332346; 9338151; 9352283; 9352299; 9356791; 9361837; 9526679; 9547343; 9547791; 9549010; 9552057; WITHHELDAPPL165; 9569617; 9627504; 9654991; 9756341; 9763472; 9763492; 9764286; 9778781; 9788351; 9789027; 9789028; 9804549; 9984329; 9999473,P50CA098258; P50CA217685; U01CA217842; U01CA253472; U24CA209851; U24CA210949; U24CA210950; U24CA264128; U2CCA233280; U54CA209988,n,y,2017,U24CA209851 (2017); U24CA209851 (2018); U2CCA233280 (2018); U2CCA233280 (2019); U2CCA233280 (2020); U2CCA233280 (2021); U2CCA233280 (2022); U2CCA233280 (2023),13,53.22848034,74.71936057,49.35294118,Multiple,750,18,854,853,28,118,118,9,508,491,17,18,17,1,n,n
